Identifiant;Nom Etablissement;CodePostal;Code APE;Libelle APE;coordonnees_x;coordonnees_y;COORDONNEE
051.01268;FINISHTEX;60130;4641Z;Commerce de gros (commerce interentreprises) de textiles;636500;2510100;
071.01088;RVE;97440;3822Z;Traitement et élimination des déchets dangereux;172443.60704437;55432.190179906;
26078935;GAEC DES RADALLES;26450;0147Z;Élevage de volailles;807600;1958100;
41002189;DE LA SABLIERE (SCA);41100;0146Z;Élevage de porcins;517375;2259625;
102.00017;PLANCHER Environnement;7170;3832Z;Récupération de déchets triés;767010;1955728;
103.00115;FRUIVAL;26802;1032Z;Préparation de jus de fruits et légumes;799960;1990952;
104.00612;GDE Apprieu;38140;3831Z;Démantèlement d'épaves;846769.75;2049321.47;
55463801;SARL XELOT;55300;0147Z;Élevage de volailles;835089;2437322;
128.00083;REYDEL AUTOMOTIVE - Unité 1;90200;2229A;Fabrication de pièces techniques à base de matières plastiques;938185.65;2313032.01;
163.00143;AUVERGNE CAURBURANTS;63510;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;664866;2089482.12;
063.01425;Castel Freres Site Rezé;44403;4634Z;Commerce de gros (commerce interentreprises) de boissons;304144;2249079;
063.01472;CHARAL NOZAY;44170;1013A;Préparation industrielle de produits à base de viande;301863;2292307;
073.00024;Centrale thermique du VAZZIO;20090;3511Z;Production d'électricité;1131887.761;1678450.113;
052.05345;Etablissements PUJOS E.U.R.L.;33370;3832Z;Récupération de déchets triés;378612;1987079;
75100126;SCEA MEZIN;35240;0146Z;Élevage de porcins;322238;2330512;
49002130;LAC (EARL DU);49280;0126Z;Culture de fruits oléagineux;350375;2230351;
103.00101;GELPAM SA;26701;1084Z;Fabrication de condiments et assaisonnements;788099;1933400;
59580536;EARL VANDENCASTEELE JOEL;59114;0150Z;Culture et élevage associés;617300;2646200;
104.00551;AXIA ETS POUGET - FRANCIN;73800;3811Z;Collecte des déchets non dangereux;888738;2062170;
49005889;Grimaud Frères Sélection;49450;0147Z;Élevage de volailles;341900;2237900;
75100106;SARL LE BAUT;29530;0146Z;Élevage de porcins;142688;2379753;
16089010;Auchan;16100;4711F;Hypermarchés;393485;2078034;
164.00142;UNITHER INDUSTRIES Gannat;3800;2120Z;Fabrication de préparations pharmaceutiques;666621;2122405;
181.00065;LAFARGE GRANULATS FRANCE;30127;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;773391.72;1863933.82;
181.00078;VEOLIA EAU centre de compostage;30340;8299Z;Autres activités de soutien aux entreprises n.c.a.;745228.28;1908548.48;
182.00019;QRO;11100;4520A;Entretien et réparation de véhicules automobiles légers;653051.4;1795679.83;
183.00036;FLORETTE FRANCE FOOD SERVICE;66440;1039A;Autre transformation et conservation de légumes;654890;1749517;
201.00002;CORSE COMPOSITES AERONAUTIQUES;20129;3030Z;Construction aéronautique et spatiale;1140927;1682078;
203.00010;Corse Composites Aéronautiques;20700;3030Z;Construction aéronautique et spatiale;1136133;1680389;
221.00182;KARUKERA ASSAINISSEMENT;97139;3700Z;Collecte et traitement des eaux usées;660522.87996547;1799995.0363051;
221.00191;SITA Verde;97160;3821Z;Traitement et élimination des déchets non dangereux;679466.14098423;1803988.2181238;
222.00013;Distillerie Dillon - Rhum Depaz;97250;1101Z;Production de boissons alcooliques distillées;696316.48276952;1634089.3273399;
22248003;SCEA DE LA LANDE;22200;0146Z;Élevage de porcins;199977;2416204;
28383098;SARL PORCS BEAUCE;28150;0146Z;Élevage de porcins;549693;2370323;
35085373;GAEC LA COUR;35270;0150Z;Culture et élevage associés;297325;2386651;
39455384;GAEC DE L'IDEE;37460;0150Z;Culture et élevage associés;521200;2237837;
400.00003;Electricité de Mayotte (EDM) Centrale de Longoni;97600;3511Z;Production d'électricité;7766923.813799;-3612043.1189102;
44165001;GAEC DE L'EAU VIVE;44190;0147Z;Élevage de volailles;323386;2235522;
501.00901;EARL du Soleil Levant;1270;0146Z;Élevage de porcins;829733;2153803;
526.00175;FERME MONTILIENNE RADALLES;26450;0147Z;Élevage de volailles;807600;1958100;
529.02739;SAS DE KERENES;29830;0146Z;Élevage de porcins;88199;2414374;
549.00588;CHARAL;49300;1011Z;Transformation et conservation de la viande de boucherie;488847.18160051;2231354.436532;
54900293;ELBEL (G.F.A);49310;0147Z;Élevage de volailles;387249;2238026;
555.00012;Scea du Bruly;55170;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;797985;2407776;
569.00327;AGIS;69170;1085Z;Fabrication de plats préparés;762592;2101659;
574.00619;FRUITE SAS Site ii;74800;1032Z;Préparation de jus de fruits et légumes;907494;2126354;
070.04362;Galloo Littoral division Dunkerque;59640;3832Z;Récupération de déchets triés;599649.69;2667886.99;
067.05545;GDE-Metalifer groupe Ecore;68110;3832Z;Récupération de déchets triés;977779.06;2319326.47;
072.01087;BOSSARD ET CIE;79300;2572Z;Fabrication de serrures et de ferrures;391852;2211451;
072.01401;SA Carrières KLEBER MOREAU;79310;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;396111;2173700;
072.02756;GRANDANGOULEME (COMPOSTAGE);16000;3821Z;Traitement et élimination des déchets non dangereux;430309;2074464;
068.06896;SAS SAVIDOC;31250;1012Z;Transformation et conservation de la viande de volaille;572826;1828634;
052.07441;NATURA 2004 (SARL) - 'Rebier';40410;3821Z;Traitement et élimination des déchets non dangereux;351378;1927985;
063.02343;Angers espace Anjou;49000;4711F;Hypermarchés;384297.55;2278124.13;
072.01269;INVER FRANCE SAS;79102;2030Z;Fabrication de peintures -  vernis -  encres et mastics;406015;2223300;
056.00134;U.I.O.M. AURILLAC;15000;3812Z;Collecte des déchets dangereux;607551;1990398;
090.00086;Société Française Donges-Metz-Station de pompage;72220;5210B;Entreposage et stockage non frigorifique;439810;2321890;
100.00712;Cartonnerie OUDIN;37320;1712Z;Fabrication de papier et de carton;487438.13519487;2253379.7780343;
090.00242;7ième RMAT;69800;8422Z;Défense;801979.16846111;2080404.7126422;
051.02537;BREA SYSTEM;80880;2453Z;Fonderie de métaux légers;536986;2564655;
100.00957;BARTIN RECYCLING;45250;3832Z;Récupération de déchets triés;632604.44939267;2290478.742337;
100.00409;SEPCHAT 28 (Saint Georges sur Eure);28190;3832Z;Récupération de déchets triés;528410;2380726;
100.01457;SCA HYGIENE PRODUCTS OPERATIONS;45590;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;572309.812;2314943.244;
100.01471;Dépôts de Pétrole d'Orléans;45800;5210B;Entreposage et stockage non frigorifique;571463;2324555;
100.01570;ISDND de Saint Aignan des Gués;45460;3821Z;Traitement et élimination des déchets non dangereux;600712.64;2315964.49;
100.01645;STCM B2;45480;2443Z;Métallurgie du plomb -  du zinc ou de l'étain;578799;2351390;
100.01800;ICOPAL Site de Mondoubleau;41170;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;491993;2331641;
100.02254;CRISTAL UNION Etablissement de CORBEILLES;45490;1081Z;Fabrication de sucre;615912.766;2340853.162;
100.07301;SICTOM REGION BROU BONNEVAL ILLIERS;28160;3811Z;Collecte des déchets non dangereux;521925;2357175;
100.04219;PROCTER & GAMBLE BLOIS SAS;41000;2042Z;Fabrication de parfums et de produits pour la toilette;524092;2288663;
100.04439;NEXANS France Etablissement de Mehun sur Yevre;18500;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;589879;2238723;
106.00204;VERDOLINI Recyclage;69280;3832Z;Récupération de déchets triés;804628;2085014;
100.05940;VEOLIA PROPRETE - SOCCOIM SAS;41230;3811Z;Collecte des déchets non dangereux;541100;2270100;
100.07000;SETRAD (Installation de compostage);45460;3821Z;Traitement et élimination des déchets non dangereux;598700;2315675;
100.07107;HUTCHINSON POLYMERS;45700;2219Z;Fabrication d'autres articles en caoutchouc;624963.954;2332428.469;
10859470;GAEC Le Manoir;85120;0147Z;Élevage de volailles;365593;2182463;
100.07639;SFERIC;41500;2562B;Mécanique industrielle;529977;2294306;
100.07720;INDRA SAS - RE-SOURCE INDUSTRIES;41200;3832Z;Récupération de déchets triés;552629;2263262;
26014906;SAS DEROUX FRERES;26260;0147Z;Élevage de volailles;813874;2019400;
063.01296;SOCIETE PEBECO;53410;2451Z;Fonderie de fonte;353600;2351100;
068.06553;CARRIERES ET INSTALLATIONS DE MAUZAC;31410;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;513600;1820514;
068.09143;SAS CAUQUIL;31850;2562B;Mécanique industrielle;536975;1849131;
070.00436;Brasserie HEINEKEN de Mons;59370;1105Z;Fabrication de bière;654977;2628821.48;
070.00581;AstraZeneca Dunkerque Production;59944;2014Z;Fabrication d'autres produits chimiques organiques de base;602464;2670679;
070.00632;VALLOUREC TUBES FRANCE Etablissement de la tuberie de Saint Saulve;59880;2420Z;Fabrication de tubes -  tuyaux -  profilés creux et accessoires correspondants en acier;687790.99;2598954.24;
070.00658;TEREOS Sucrerie d'Escaudoeuvres;59161;1081Z;Fabrication de sucre;665924.15;2577839.64;
070.00745;AHLSTROM SPECIALTIES;59166;1712Z;Fabrication de papier et de carton;652905.2121255;2642185.284801;
055.01487;OVAKO REDON;35603;2561Z;Traitement et revêtement des métaux;268845.17582233;2305441.5274134;
055.01533;TIMAC AGRO Usine du Quai Intérieur;35400;2015Z;Fabrication de produits azotés et d'engrais;279886;2413422;
055.02091;DELICES DE SAINT-LEONARD (Les);56450;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;221915;2306738;
055.03038;CARRIERES DE LA GARENNE;35630;0811Z;Extraction de pierres ornementales et de construction -  de calcaire industriel -  de gypse -  de craie et d'ardoise;296461;2371383;
064.00055;Elis Santé;13106;7729Z;Location et location-bail d'autres biens personnels et domestiques;865072;1835726;
055.04375;GDE Hennebont;56700;3832Z;Récupération de déchets triés;180867.16789371;2325269.6954325;
055.05785;LECLERC.E;35300;2573B;Fabrication d'autres outillages;339533.37;2377315.18;
055.15174;CELTIGEL;22170;1085Z;Fabrication de plats préparés;210212;2408429;
055.15271;Centre de stockage de déchets;29120;3821Z;Traitement et élimination des déchets non dangereux;112395.60404508;2346098.5578316;
056.00037;TILT AUTO;3310;4511Z;Commerce de voitures et de véhicules automobiles légers;627000;2141000;
056.00305;Imprimerie de la Banque de France;63407;1812Z;Autre imprimerie (labeur);657225;2086325;
056.00328;Michelin site de CATAROUX;63100;2211Z;Fabrication et rechapage de pneumatiques;659780;2088291;
056.00377;SAIPOL;63190;1041A;Fabrication d'huiles et graisses brutes;685292.2;2087593.9;
064.02102;ESSO 1;6000;4730Z;Commerce de détail de carburants en magasin spécialisé;993234.55;1863589.08;
Route de Laghet;6340;PROVENCE-ALPES-COTE-D'AZUR;;;Hypermarchés;;
22228394;EARL PLANTEC;22810;0114Z;Culture de la canne à sucre;173139;2411196;
29171014;LE DONGE CLAUDE ANDRE;29120;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;104800;2336499;
064.00550;SIBELCO France;84410;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;828890;1904122;
064.00883;Hydrotech provence SAS;13310;2562B;Mécanique industrielle;798067.94;1849865.15;
064.00955;NAPHTACHIMIE;13117;2014Z;Fabrication d'autres produits chimiques organiques de base;818835.932;1823871.426;
064.01079;Terminal méthanier du Tonkin;13270;3521Z;Production de combustibles gazeux;811891.491;1829203.887;
064.02204;SAINT LAURENT METAUX;6700;4941A;Transports routiers de fret interurbains;991007.30518849;1867067.0486402;
064.00544;RECORDIER;84210;3832Z;Récupération de déchets triés;820060.79418176;1892476.3173502;
064.12231;SARL SEDEBI;84200;3821Z;Traitement et élimination des déchets non dangereux;821622.02;1902377.7;
066.00827;CSP PARIS FASHION GROUP;30120;1431Z;Fabrication d'articles chaussants à mailles;703080;1888428;
066.01168;BIOCAMA INDUSTRIE;34570;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;717360;1843827;
066.01578;RHODIA OPERATIONS;30340;2014Z;Fabrication d'autres produits chimiques organiques de base;750541.741;1907211.924;
066.01593;SMICTOM RHONE GARRIGUES;30400;3811Z;Collecte des déchets non dangereux;793980.05;1888989.97;
066.02535;SABATIE ETS;66140;4511Z;Commerce de voitures et de véhicules automobiles légers;651908;1742940;
066.04131;Hôpital Caremeau;30029;8610Z;Activités hospitalières;759578.65;1870996.74;
066.06449;ISDI Mairie de La Boissière;34150;8411Z;Administration publique générale;705483;1851081;
067.02037;WRIGLEY;68600;1082Z;Fabrication de cacao -  chocolat et de produits de confiserie;987676;2350778;
067.03913;SEVIA;67000;3812Z;Collecte des déchets dangereux;999596;2411195;
067.04527;COLMAR COMPOST;68000;3821Z;Traitement et élimination des déchets non dangereux;975521.38;2356494.51;
057.00394;CARRIERES SAINT CHRISTOPHE;10500;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;760916.12;2385488.6;
057.01092;ESTAMFOR;8800;2550A;Forge -  estampage -  matriçage  -   métallurgie des poudres;780169;2546262;
057.01253;Usine de BAYARD;52170;2451Z;Fonderie de fonte;802314;2398580;
064.01950;SUD EST ASSAINISSEMENT;6130;3811Z;Collecte des déchets non dangereux;970971.73;1857949.18;
064.02277;SAACA- TERMINAL 1 aéroport;6000;5223Z;Services auxiliaires des transports aériens;997458;1868574;
057.01963;SINIAT;10601;2223Z;Fabrication d'éléments en matières plastiques pour la construction;724866;2369895;
058.01239;BODYCOTE;76410;2561Z;Traitement et revêtement des métaux;503752.45;2480712.43;
059.00126;FRALSEN;25023;2652Z;Horlogerie;879000;2256000;
070.00991;Herta Saint-Pol-Sur-Ternoise;62130;1013B;Charcuterie;601004.53793083;2598782.1021346;
070.01051;SICA PULPE DE BOIRY;62175;1091Z;Fabrication d'aliments pour animaux de ferme;629897;2578859;
070.01872;KNAUF INDUSTRIES;62200;2222Z;Fabrication d'emballages en matières plastiques;546641.88;2636593.47;
070.02073;DURIEU SA SITE DE CAUDRY;59540;2030Z;Fabrication de peintures -  vernis -  encres et mastics;676393;2569952;
070.02077;PALCHEM;62143;2014Z;Fabrication d'autres produits chimiques organiques de base;630772.78342582;2601052.8857381;
070.02285;MECAPLAST LIBERCOURT;62820;2229A;Fabrication de pièces techniques à base de matières plastiques;647600;2609600;
070.02398;Vallourec Tubes France - Aciérie de Saint-saulve;59880;2410Z;Sidérurgie;687319.55512235;2601209.3413022;
070.02497;NEXANS France Atelier Tréfilerie;62301;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;634678;2604079;
070.02893;DELPHARM LILLE;59452;2120Z;Fabrication de préparations pharmaceutiques;663877.92;2631252.16;
070.02973;Station d'épuration de Marquette lez Lille;59520;3700Z;Collecte et traitement des eaux usées;652170.163;2631822.289;
070.03091;CVO (COVED);59640;3821Z;Traitement et élimination des déchets non dangereux;598533.73610871;2667495.3993114;
070.03842;Technicentre Nord Pas de Calais;59000;4910Z;Transport ferroviaire interurbain de voyageurs;649879;2626887;
070.04332;ESTERRA Déchèterie d'Alsace;59000;3811Z;Collecte des déchets non dangereux;651627.9;2624999.25;
071.00125;STSM GALVA REUNION;97420;2561Z;Traitement et revêtement des métaux;137464.6232973;57548.671433747;
072.01614;S.N.A.B.;79302;1011Z;Transformation et conservation de la viande de boucherie;384003;2208374;
072.01807;Hennessy-Bagnolet/ Haut Bagnolet;16100;1101Z;Production de boissons alcooliques distillées;392600;2080700;
052.00768;BORDELAISE MATERIAUX ENROBES;33270;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;373599.76;1984528.71;
072.02664;CA FRANCE CHAMPIGNON;79100;1039A;Autre transformation et conservation de légumes;406015;2223300;
072.04189;RABOPALE;17290;4673A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;347274;2129337;
067.01598;KNAUF Industries;67860;2222Z;Fabrication d'emballages en matières plastiques;998958;2382596;
072.07644;SYNDICAT MIXTE A LA CARTE;79130;8411Z;Administration publique générale;388266.87;2180690.5;
072.07967;ALICOOP usine de Civray;86400;1091Z;Fabrication d'aliments pour animaux de ferme;441863;2129917;
074.02258;Usine d'épuration 'Seine Amont';94460;3700Z;Collecte et traitement des eaux usées;608430;2418145;
074.03865;SITA REKEM;92622;3812Z;Collecte des déchets dangereux;596900;2436500;
054.01041;EXIDE TECHNOLOGIE SAS;89000;2720Z;Fabrication de piles et d'accumulateurs électriques;693417;2313749;
068.02551;Usine de MARIGNAC;31440;2014Z;Fabrication d'autres produits chimiques organiques de base;462730;1768947;
068.02598;LAFARGE CIMENTS - Usine de Martres;31220;2351Z;Fabrication de ciment;492159;1800380;
090.00026;DA 204 Mérignac Beauséjour;33693;8422Z;Défense;364044;1985796;
061.02903;PURFER;38420;3832Z;Récupération de déchets triés;873718.35403513;2028094.5939709;
070.00992;H2D;59260;1812Z;Autre imprimerie (labeur);649879;2626887;
